codigo_ocorrencia2;aeronave_matricula;aeronave_tipo_equipamento;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;anv_motor_qtd;anv_motor_descricao_qtd;aeronave_pmd;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
88094;PRAQH;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;23000;75;2013;BRASIL;BRASIL;BARREIRAS;DEPUTADO LUÍS EDUARDO MAGALHÃES;DESCIDA;REGULAR;NENHUM;0
88094;PSAMG;AVIÃO;HAWKER BEECHCRAFT;C90GT;BE9L;TURBOÉLICE;2;BIMOTOR;4581;NULL;2007;BRASIL;BRASIL;MUCUGÊ;XIQUE-XIQUE;DESCIDA;PRIVADA;NENHUM;0
88092;PTWXN;AVIÃO;EMBRAER;EMB-202;IPAN;PISTÃO;1;MONOMOTOR;1800;1;2013;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;MANOBRA;AGRÍCOLA;SUBSTANCIAL;0
88091;PROHE;HELICÓPTERO;SIKORSKY;S-92A;S92;TURBOEIXO;2;BIMOTOR;12020;22;2012;BRASIL;BRASIL;SÃO TOMÉ;AERÓDROMO NÃO CADASTRADO;CRUZEIRO;REGULAR;NENHUM;0
88090;PRGUU;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;70533;199;2012;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;ANTONIO CARLOS JOBIM / GALEÃO;TÁXI;REGULAR;NENHUM;0
88089;PRYRV;AVIÃO;AIRBUS;A320-251N;A320;JATO;2;BIMOTOR;77000;160;0;BRASIL;BRASIL;SANTA GENOVEVA/GOIÂNIA;GUARARAPES - GILBERTO FREYRE;SUBIDA;REGULAR;NENHUM;0
88088;PRMAK;AVIÃO;AIRBUS;A320-232;A320;JATO;2;BIMOTOR;77000;166;2002;BRASIL;BRASIL;CONGONHAS;SANTOS DUMONT;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88086;PRXBN;AVIÃO;AIRBUS S.A.S.;A320-271N;A20N;JATO;2;BIMOTOR;79000;189;0;BRASIL;BRASIL;GUARARAPES - GILBERTO FREYRE;PINTO MARTINS;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88084;PRGUN;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;70533;193;2012;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;NENHUM;0
88083;PRFGG;AVIÃO;CESSNA AIRCRAFT;310R;C310;PISTÃO;2;BIMOTOR;2495;6;1978;BRASIL;BRASIL;AEROCLUBE DE SANTA CATARINA;GENERAL LEITE DE CASTRO;APROXIMAÇÃO FINAL;PRIVADA;NENHUM;0
88082;PRMHM;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2007;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;PORTO SEGURO;CRUZEIRO;REGULAR;NENHUM;0
88081;PSADD;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;0;2024;BRASIL;BRASIL;GUARARAPES - GILBERTO FREYRE;SALGADO FILHO;DESCIDA;REGULAR;NENHUM;0
88080;PPDPD;AVIÃO;CESSNA AIRCRAFT;210N;C210;PISTÃO;1;MONOMOTOR;1724;6;1979;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;POUSO DA ÁGUIA;POUSO;REGULAR;NENHUM;0
88079;PREPV;HELICÓPTERO;SIKORSKY AIRCRAFT;S-92A;S92;TURBOEIXO;2;BIMOTOR;12020;21;2010;BRASIL;BRASIL;MARICÁ;AERÓDROMO NÃO CADASTRADO;CRUZEIRO;REGULAR;NENHUM;0
88078;PRGXI;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;70533;199;2013;BRASIL;BRASIL;EURICO DE AGUIAR SALLES;DEPUTADO LUÍS EDUARDO MAGALHÃES;CRUZEIRO;REGULAR;NENHUM;0
88077;PSAEJ;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;0;2022;BRASIL;BRASIL;EURICO DE AGUIAR SALLES;VIRACOPOS;SUBIDA;REGULAR;NENHUM;0
88076;PRMHQ;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2007;BRASIL;BRASIL;JORGE NEWBERY AIRFIELD;GOVERNADOR ANDRÉ FRANCO MONTORO;DESCIDA;REGULAR;NENHUM;0
88075;PSAEJ;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;0;2022;BRASIL;BRASIL;EURICO DE AGUIAR SALLES;VIRACOPOS;SUBIDA;REGULAR;NENHUM;0
88074;PSAEY;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;0;2024;BRASIL;BRASIL;CONGONHAS;PRESIDENTE JUSCELINO KUBITSCHEK;DESCIDA;REGULAR;NENHUM;0
88073;PRAYF;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2010;BRASIL;BRASIL;CONGONHAS;SANTOS DUMONT;DESCIDA;REGULAR;NENHUM;0
88072;PRGTE;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;79000;194;2006;BRASIL;BRASIL;TANCREDO NEVES;ANTONIO CARLOS JOBIM / GALEÃO;DECOLAGEM;REGULAR;LEVE;0
88071;PROFB;AVIÃO;AIRBUS HELICOPTERS;H160-B;H160;TURBOEIXO;2;BIMOTOR;6100;NULL;2024;BRASIL;BRASIL;CABO FRIO;AERÓDROMO NÃO CADASTRADO;CRUZEIRO;TÁXI AÉREO;SUBSTANCIAL;0
88070;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;APROXIMAÇÃO FINAL;PRIVADA;SUBSTANCIAL;0
88069;PRSJL;AVIÃO;RAYTHEON AIRCRAFT;C90A;BE9L;TURBOÉLICE;2;BIMOTOR;4581;NULL;2003;BRASIL;BRASIL;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;POUSO;PRIVADA;LEVE;0
88064;PSSPE;AVIÃO;HAWKER BEECHCRAFT;400A;BE40;JATO;2;BIMOTOR;7394;NULL;2007;BRASIL;BRASIL;DEPUTADO LUÍS EDUARDO MAGALHÃES;PRESIDENTE JUSCELINO KUBITSCHEK;APROXIMAÇÃO FINAL;TÁXI AÉREO;NENHUM;0
88062;TCLGR;AVIÃO;AIRBUS S.A.S;A350-941;A359;JATO;2;BIMOTOR;283000;0;0;TURQUIA;TURQUIA;EXTERIOR;GOVERNADOR ANDRÉ FRANCO MONTORO;CRUZEIRO;REGULAR;NENHUM;0
88061;PSRNA;AVIÃO;TEXTRON AVIATION;525A;C25A;JATO;2;BIMOTOR;5613;NULL;2001;BRASIL;BRASIL;Comandante Rolim Adolfo Amaro;FRANCISCO DE ASSIS;POUSO;PRIVADA;NENHUM;0
88059;PUSBN;ULTRALEVE;ANTONIO SERGIO NETO;VIMANA R-12;ULAC;PISTÃO;1;MONOMOTOR;520;2;2005;BRASIL;BRASIL;PAU DOS FERROS;PAU DOS FERROS;SUBIDA;EXPERIMENTAL;SUBSTANCIAL;0
88058;PTFRN;HELICÓPTERO;HELIBRAS;AS 350 B3;AS50;TURBOEIXO;1;MONOMOTOR;2370;NULL;2022;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;INSPEÇÃO DE TRÂNSITO/INTERVOO;POLICIAL;LEVE;0
88057;PTWBB;AVIÃO;CESSNA AIRCRAFT;A188B;C188;PISTÃO;1;MONOMOTOR;1905;1;1974;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;MANOBRA;AGRÍCOLA;SUBSTANCIAL;0
88055;PPBAN;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTÃO;1;MONOMOTOR;1134;3;2013;BRASIL;BRASIL;HELIPARK;HELIPARK;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
88054;PTAGB;AVIÃO;CESSNA AIRCRAFT;170A;C170;PISTÃO;1;MONOMOTOR;998;1;1950;BRASIL;BRASIL;JACAREPAGUÁ;JACAREPAGUÁ;CRUZEIRO;ESPECIALIZADA;SUBSTANCIAL;1
88053;PTMXM;AVIÃO;AIRBUS;A321-231;A321;JATO;2;BIMOTOR;89000;231;2014;BRASIL;BRASIL;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
88052;PRYXC;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);AT76;TURBOÉLICE;2;BIMOTOR;23000;77;2023;BRASIL;BRASIL;LAURO CARNEIRO DE LOYOLA;VIRACOPOS;SUBIDA;REGULAR;NENHUM;0
88051;PTMXM;AVIÃO;AIRBUS;A321-231;A321;JATO;2;BIMOTOR;89000;231;2014;BRASIL;BRASIL;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
88050;PSADG;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;0;2025;BRASIL;BRASIL;GUARARAPES - GILBERTO FREYRE;CONGONHAS;CRUZEIRO;REGULAR;NENHUM;0
88047;PSGRC;AVIÃO;BOEING;737-8 MAX;B38M;JATO;2;BIMOTOR;82190;0;2023;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;PRESIDENTE JUSCELINO KUBITSCHEK;ESTACIONAMENTO;REGULAR;LEVE;0
88045;PRYJD;AVIÃO;AIRBUS;A321-251NX;A21N;JATO;2;BIMOTOR;93500;170;2021;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;GUARARAPES - GILBERTO FREYRE;CRUZEIRO;REGULAR;NENHUM;0
88044;PRBHZ;AVIÃO;PIPER AIRCRAFT;PA-46-500TP;P46T;TURBOÉLICE;1;MONOMOTOR;2310;6;2019;BRASIL;BRASIL;ERECHIM;GOVERNADOR JOSÉ RICHA;POUSO;PRIVADA;NENHUM;0
88043;PRYYA;AVIÃO;AIRBUS;A320-251N;A320;JATO;2;BIMOTOR;79000;NULL;NULL;BRASIL;BRASIL;VIRACOPOS;GUARARAPES - GILBERTO FREYRE;CRUZEIRO;REGULAR;NENHUM;0
88042;PRTKK;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;22800;73;2012;BRASIL;BRASIL;TANCREDO NEVES;MÁRIO RIBEIRO;SUBIDA;REGULAR;NENHUM;0
88041;PRAUF;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;0;BRASIL;BRASIL;SÍLVIO NAME JÚNIOR;VIRACOPOS;ESTACIONAMENTO;REGULAR;LEVE;0
88040;PRYRJ;AVIÃO;AIRBUS;A320-253N;A20N;JATO;2;BIMOTOR;79000;182;2017;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;GUARARAPES - GILBERTO FREYRE;SUBIDA;REGULAR;NENHUM;0
88039;PRAXN;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2012;BRASIL;BRASIL;VIRACOPOS;LAURO CARNEIRO DE LOYOLA;SUBIDA;REGULAR;NENHUM;0
88038;PRHZD;HELICÓPTERO;EUROCOPTER DEUTSCHLAND;BK 117 C-2;EC45;TURBOEIXO;2;BIMOTOR;3585;10;2011;BRASIL;BRASIL;CARAJÁS;CARAJÁS;CRUZEIRO;PRIVADA;NENHUM;0
88037;PSGPP;AVIÃO;BOEING COMPANY;B737-8MAX;B38M;JATO;2;BIMOTOR;78000;0;2024;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;EURICO DE AGUIAR SALLES;DECOLAGEM;REGULAR;NENHUM;0
88035;PTXCG;AVIÃO;CESSNA AIRCRAFT;U206G;C206;PISTÃO;1;MONOMOTOR;1633;6;1981;BRASIL;BRASIL;POUSO DA ÁGUIA;UAICAS;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88034;PTMXH;AVIÃO;AIRBUS;A321-231;A321;JATO;2;BIMOTOR;89000;232;2011;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;MARECHAL CUNHA MACHADO;CRUZEIRO;REGULAR;NENHUM;0
88033;PSVCR;HELICÓPTERO;AIRBUS HELICOPTERS DEUTSCHLAND;EC135 P3;EC35;TURBOEIXO;2;BIMOTOR;3100;8;2020;BRASIL;BRASIL;SANTOS DUMONT;PREFEITURA DO RIO DE JANEIRO;CRUZEIRO;PRIVADA;NENHUM;0
88032;PRTYM;AVIÃO;AIRBUS S.A.S.;A320-214;A320;JATO;2;BIMOTOR;78000;189;2015;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;NÃO IDENTIFICADO;ESTACIONAMENTO;REGULAR;LEVE;0
88031;PRXBG;AVIÃO;AIRBUS;A320-271N;A20N;JATO;2;BIMOTOR;79000;189;2023;BRASIL;BRASIL;CONGONHAS;SANTOS DUMONT;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
88030;PRAXP;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2013;BRASIL;BRASIL;CONGONHAS;SANTOS DUMONT;ESTACIONAMENTO;REGULAR;LEVE;0
88029;PUPNM;ULTRALEVE;MICROLEVE COMERCIO E INDUSTRIA LTDA;ML 400T;ULAC;PISTÃO;1;MONOMOTOR;440;2;1994;BRASIL;BRASIL;COROA DO AVIÃO;AERÓDROMO NÃO CADASTRADO;CRUZEIRO;EXPERIMENTAL;SUBSTANCIAL;0
88027;PSVCR;HELICÓPTERO;AIRBUS HELICOPTERS DEUTSCHLAND;EC135 P3;EC35;TURBOEIXO;2;BIMOTOR;3100;8;2020;BRASIL;BRASIL;SANTOS DUMONT;JACAREPAGUÁ;CRUZEIRO;PRIVADA;LEVE;0
88025;PSBTF;HELICÓPTERO;AGUSTA;AW139;A139;TURBOEIXO;2;BIMOTOR;6800;NULL;2011;BRASIL;BRASIL;SÃO TOMÉ;AERÓDROMO NÃO CADASTRADO;PARTIDA DO MOTOR;REGULAR;NENHUM;0
88024;PSLBP;AVIÃO;AIRBUS S.A.S.;A321-271NX;A21N;JATO;2;BIMOTOR;89000;0;2025;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;SENADOR PETRÔNIO PORTELLA;DECOLAGEM;REGULAR;NENHUM;0
88023;PSGPM;AVIÃO;BOEING COMPANY;737-8 MAX;B38M;JATO;2;BIMOTOR;82644;198;0;BRASIL;BRASIL;SANTA GENOVEVA/GOIÂNIA;PRESIDENTE JUSCELINO KUBITSCHEK;INDETERMINADA;REGULAR;LEVE;0
88022;PSAEW;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;NULL;2024;BRASIL;BRASIL;GUARARAPES - GILBERTO FREYRE;PINTO MARTINS;SUBIDA;REGULAR;LEVE;0
88021;PRMBH;AVIÃO;AIRBUS;A320-232;A320;JATO;2;BIMOTOR;77000;166;2006;BRASIL;BRASIL;TANCREDO NEVES;SALGADO FILHO;DECOLAGEM;REGULAR;NENHUM;0
88020;PSGAC;AVIÃO;HAWKER BEECHCRAFT;B200GT;BE20;TURBOÉLICE;2;BIMOTOR;5670;NULL;2009;BRASIL;BRASIL;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;FAZENDA VALE VERDE;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
88018;PPEGB;AVIÃO;EXTRA FLUGZEUGPRODUKTIONS-UND VERTRIEBS;EA 300/L;E300;PISTÃO;1;MONOMOTOR;950;0;1997;BRASIL;BRASIL;GUAXUPÉ;GUAXUPÉ;CRUZEIRO;PRIVADA;LEVE;0
88017;PSGAJ;AVIÃO;AIR TRACTOR;AT-402B;AT3T;TURBOÉLICE;1;MONOMOTOR;3175;1;2025;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;DECOLAGEM;AGRÍCOLA;LEVE;0
88015;PRLKA;AVIÃO;CESSNA AIRCRAFT;A188B;C188;PISTÃO;1;MONOMOTOR;1498;1;1975;BRASIL;BRASIL;ÁREA DE POUSO PARA USO AEROAGRÍCOLA;ÁREA DE POUSO PARA USO AEROAGRÍCOLA;POUSO;AGRÍCOLA;SUBSTANCIAL;0
88014;PRGUR;AVIÃO;BOEING;737-8HX;B738;JATO;2;BIMOTOR;79000;193;2012;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;SALGADO FILHO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88013;PRAQP;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;23000;75;0;BRASIL;BRASIL;LAURO CARNEIRO DE LOYOLA;VIRACOPOS;SUBIDA;REGULAR;NENHUM;0
88012;PSAES;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;0;2023;BRASIL;BRASIL;TANCREDO NEVES;MARECHAL RONDON;CRUZEIRO;REGULAR;NENHUM;0
88011;PSAEE;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;143;2020;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;VIRACOPOS;DECOLAGEM;REGULAR;NENHUM;0
88010;PSAEL;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;143;2022;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;TANCREDO NEVES;DECOLAGEM;REGULAR;NENHUM;0
88009;PSAEH;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;0;2020;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;AFONSO PENA;TÁXI;REGULAR;NENHUM;0
88008;CSTOP;AVIÃO;AIRBUS;A330-202;A332;JATO;2;BIMOTOR;233000;0;0;PORTUGAL;PORTUGAL;HERCÍLIO LUZ;AEROPORTO HUMBERTO DELGADO;CRUZEIRO;REGULAR;NENHUM;0
88005;PTTPA;AVIÃO;AIRBUS S.A.S.;A319-112;A319;JATO;2;BIMOTOR;75500;153;0;BRASIL;BRASIL;FERNANDO DE NORONHA;GOVERNADOR ANDRÉ FRANCO MONTORO;CRUZEIRO;REGULAR;NENHUM;0
88003;PTNVF;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-711T;P28T;PISTÃO;1;MONOMOTOR;1247;4;1980;BRASIL;BRASIL;ITAJAÍ/CAMPO COMANDANTES;BLUMENAU;POUSO;PRIVADA;SUBSTANCIAL;0
88002;PUUFV;AVIÃO;MONTAER LTDA;MC01;ZZZZ;PISTÃO;1;MONOMOTOR;600;2;2016;BRASIL;BRASIL;IJUÍ;CAMPO MOURÃO;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
88001;PUPAG;ULTRALEVE;***;ULTRALEVE;ULAC;PISTÃO;1;MONOMOTOR;300;2;1995;BRASIL;BRASIL;JABOTICABAL;JABOTICABAL;POUSO;EXPERIMENTAL;SUBSTANCIAL;0
88000;PPBIO;AVIÃO;EMBRAER;EMB-500;E50P;JATO;2;BIMOTOR;4750;6;2011;BRASIL;BRASIL;VIRACOPOS;SÃO PAULO CATARINA AEROPORTO EXECUTIVO;POUSO;PRIVADA;SUBSTANCIAL;0
87999;PSIBI;HELICÓPTERO;AGUSTA;A119;A119;TURBOEIXO;1;MONOMOTOR;2850;NULL;2014;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;POLICIAL;LEVE;0
87998;PSCOA;HELICÓPTERO;AGUSTA;AW119MKII;A119;TURBOEIXO;1;MONOMOTOR;2850;NULL;2008;BRASIL;BRASIL;SALGADO FILHO;CAMPO NOSSA SENHORA DE FÁTIMA;CRUZEIRO;POLICIAL;NENHUM;0
87997;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;INDETERMINADA;PRIVADA;DESTRUÍDA;0
87996;PSAEE;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;143;2020;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;VIRACOPOS;DECOLAGEM;REGULAR;NENHUM;0
87995;PRXBZ;AVIÃO;AIRBUS S.A.S.;A320-271N;A20N;JATO;2;BIMOTOR;79000;NULL;2025;BRASIL;BRASIL;CONGONHAS;CAMPO GRANDE;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
87994;PRXBI;AVIÃO;AIRBUS;A320;A320;JATO;2;BIMOTOR;79000;0;2022;BRASIL;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;CATARATAS;DECOLAGEM;REGULAR;NENHUM;0
87993;PRMHR;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2007;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;SALGADO FILHO;ESTACIONAMENTO;REGULAR;NENHUM;0
87992;PSAJB;AVIÃO;AIRBUS S.A.S.;A321-231;A321;JATO;2;BIMOTOR;89000;NULL;2006;BRASIL;BRASIL;EDUARDO GOMES;VIRACOPOS;ESTACIONAMENTO;REGULAR;LEVE;0
87991;PTLKK;AVIÃO;BEECH AIRCRAFT;A36;BE36;PISTÃO;1;MONOMOTOR;1655;6;1985;BRASIL;BRASIL;SOROCABA;AEROCLUBE DE SANTA CATARINA;POUSO;PRIVADA;LEVE;0
87990;PRTYN;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;78000;0;2015;BRASIL;BRASIL;SALGADO FILHO;CONGONHAS;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
87989;PTJCU;AVIÃO;PIPER AIRCRAFT;PA-28-180;P28A;PISTÃO;1;MONOMOTOR;1089;4;1973;BRASIL;BRASIL;BACACHERI;BACACHERI;POUSO;INSTRUÇÃO;LEVE;0
87988;PRAYY;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2011;BRASIL;BRASIL;TANCREDO NEVES;BRIGADEIRO LYSIAS RODRIGUES;SUBIDA;REGULAR;NENHUM;0
87986;PPVIC;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;1;MONOMOTOR;4110;10;2007;BRASIL;BRASIL;JORDÃO;PLÁCIDO DE CASTRO;POUSO;REGULAR;LEVE;0
87985;PRMEJ;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;2;BIMOTOR;2495;6;2001;BRASIL;BRASIL;FAZENDA SÃO JOÃO DO GUAPORÉ;SANTO ANTÔNIO DE LEVERGER;POUSO;PRIVADA;LEVE;0
87984;PUTTB;ULTRALEVE;TRINCHETTE PARTICIPAÇÕE S.A.;BRAVO 700;ULAC;PISTÃO;1;MONOMOTOR;550;2;2009;BRASIL;BRASIL;CONFRESA;CONFRESA;MANOBRA;EXPERIMENTAL;SUBSTANCIAL;2
87983;PSBSS;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;1;MONOMOTOR;4111;10;0;BRASIL;BRASIL;BACACHERI;ADALBERTO MENDES DA SILVA;POUSO;POLICIAL;LEVE;0
87982;PRAXP;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2013;BRASIL;BRASIL;MINISTRO VICTOR KONDER;VIRACOPOS;SUBIDA;REGULAR;NENHUM;0
87981;PRXBC;AVIÃO;AIRBUS;A320-273N;A320;JATO;2;BIMOTOR;79000;183;2019;BRASIL;BRASIL;CONGONHAS;PRESIDENTE JUSCELINO KUBITSCHEK;CRUZEIRO;REGULAR;NENHUM;0
87980;PSAEM;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61500;143;2022;BRASIL;BRASIL;SANTOS DUMONT;VIRACOPOS;DECOLAGEM;REGULAR;NENHUM;0
87979;PRMSZ;AVIÃO;CESSNA AIRCRAFT;525A;C25A;JATO;2;BIMOTOR;5670;0;2013;BRASIL;BRASIL;SANTOS DUMONT;GUARARAPES - GILBERTO FREYRE;CRUZEIRO;PRIVADA;NENHUM;0
87978;PTXPG;AVIÃO;AIRBUS;A321-211;A321;JATO;2;BIMOTOR;89000;NULL;NULL;BRASIL;BRASIL;CONGONHAS;SALGADO FILHO;DECOLAGEM;REGULAR;NENHUM;0
87977;PSAEA;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61500;148;2019;BRASIL;BRASIL;AFONSO PENA;CONGONHAS;CRUZEIRO;REGULAR;NENHUM;0
87975;PRYXE;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);AT76;TURBOÉLICE;2;BIMOTOR;22000;NULL;2025;BRASIL;BRASIL;EDUARDO GOMES;MAESTRO WILSON FONSECA;DECOLAGEM;REGULAR;NENHUM;0
87974;PSGPP;AVIÃO;BOEING COMPANY;B737-8MAX;B38M;JATO;2;BIMOTOR;78000;0;2024;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;EDUARDO GOMES;CRUZEIRO;REGULAR;NENHUM;0
87973;PSAEE;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;143;2020;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;AFONSO PENA;SUBIDA;REGULAR;NENHUM;0
87972;PTXPG;AVIÃO;AIRBUS;A321-211;A321;JATO;2;BIMOTOR;89000;NULL;NULL;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;PRESIDENTE JUSCELINO KUBITSCHEK;ESTACIONAMENTO;REGULAR;LEVE;0
87971;PSGPP;AVIÃO;BOEING COMPANY;B737-8MAX;B38M;JATO;2;BIMOTOR;78000;0;2024;BRASIL;BRASIL;TANCREDO NEVES;PRESIDENTE JUSCELINO KUBITSCHEK;POUSO;REGULAR;LEVE;0
87968;PRGEQ;AVIÃO;BOEING;737-7K5;B737;JATO;2;BIMOTOR;64000;0;0;BRASIL;BRASIL;SERAFIN ENOSS BERTASO;CONGONHAS;CRUZEIRO;REGULAR;NENHUM;0
87967;PSAEW;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;NULL;2024;BRASIL;BRASIL;PRESIDENTE CASTRO PINTO;TANCREDO NEVES;CRUZEIRO;REGULAR;NENHUM;0
87966;PRMYL;AVIÃO;AIRBUS;A319-112;A319;JATO;2;BIMOTOR;75500;154;2011;BRASIL;BRASIL;SANTOS DUMONT;CONGONHAS;CRUZEIRO;REGULAR;NENHUM;0
